NAME,LONGDD,LATDD
BERHAWAMADI,41.58,3.57
BERIBEIDAM,35.23,-0.8
BERO,39.63,2.93
BEROUAJOU,35.93,-0.9
BES EL,36.93,3.48
BHANGRA,35.05,0.2
BHANGRANURSERY,35.05,0.2
BIAZI,36.42,-0.58
BIBERIONISUBLOCATION,36.62,-1.08
BIBI,38.37,0.38
BIBITOLI,39.88,-2.85
BIBITOLI,39.88,-2.87
BICHE,39.45,3.02
BICHE,39.3,3.32
BICHIBET,35.9,1.82
BIDIMOLE,39.02,-4.22
BIDIMOLEDAM,39.02,-4.2
BIEFENDALE,35.35,0.03
BIHINZANOMGUNYA ZIWALA,40.12,-2.92
BIHIRIISLAND,34.03,-0.73
BIKANZU,38.13,-1.02
BILBIL,39.82,-1.05
BILBIL,39.87,-1.05
BILBIL,39.8,-1.03
BILEL WEL,40.12,1.23
BILELBURBUR,40.08,1.32
BILESHAPLAIN,40.75,0.58
BILGIS,38.82,0.42
BILI,39.7,-0.6
BILIAKARA,38.08,0.07
BILIFTU,39.75,-0.38
BILIFTU,39.73,-0.38
BILIKI,38.7,1.93
BILIKIDERA,38.13,0.63
BILIL,37.42,-2.22
BILISA LAKE,40.13,-2.23
BIRABIRA,39.8,-1.68
BIRDROCK,36.27,-1.98
BIRDROCKLAGOON,36.25,-1.98
BIREI,35.08,0.28
BIREMBE,34.85,0.23
BIRETWO,35.55,0.55
BIRHEMBE,34.08,0.13
BIRBIRET,35.18,0.38
BIRIJOSAMBAA,34.8,0.85
BIRIKANISUBLOCATION,39.03,-3.85
BIRINI,39.6,-3.72
BIRINISUBLOCATION,39.62,-3.78
BIRIBEI,35.15,-0.27
BIRIRU,34.78,-0.9
BIRITHIA,36.95,-0.52
BIRCAN,40.08,3.95
BIRONGO,34.88,-0.75
BIRTE,39.8,3.22
BIRUWA,37.05,0.43
BIRUWA,37.05,0.45
BIRUWA,37.08,0.45
BISANADI,38.57,-0.02
BISANBALA,39.47,-2.75
BISIKA,39.82,0.93
BISOI,35.87,-0.12
BITICHA,34.92,-0.72
BITIN,35.87,-1.6
BITOBO,34.4,0.63
BITONGE,34.48,0.68
BITUYU,34.72,0.77
BIYADI,40.22,-2.35
BEGARUTH,39.97,-0.9
BLACKCRAGS,36.72,-0.62
BLACKETT MOUNT,35.63,-0.18
BLACKROCK,37.1,0.28
BLACKSCYTHEFARMS,35.93,-0.08
BLAKEGUILI,35.48,0.22
BLUELAGOON,40.02,-3.35
BLUELODGE,37.02,-0.08
BOBASI,34.72,-0.75
BASSI,34.8,-0.08
BOBONGI,37.22,1.02
BOBORO,39.2,-4.58
BOBOTI,36.98,-0.9
BOBWAINI,39.92,-1.07
BODE EL,40.28,3.92
BODHEI,40.72,-1.85
BODI,34.93,-0.37
BODICH,37.78,0.7
BODISH,40.55,-1.08
BODJI,40.65,-1.08
BOFU,39.43,-3.97
BOFU,39.45,-3.97
BOFU RAS,39.65,-4.07
BOFUSUBLOCATION,39.43,-3.97
BOGAL LAGH,40.08,0.75
BOGESAKA,34.78,-0.82
BOGESAKA,34.8,-0.82
BOGIAKUMU,34.75,-0.7
BOGICHORA,35.75,-0.65
BOGIRANGOROGOROLOCATION,35.95,-0.55
BOGITAA,34.07,-0.63
BOGOLA,39.37,-3.53
BOGORIA LAKE,36.1,0.25
BOHONI,40.07,-1.37
BOHORERA,34.53,-1.13
BOINONCHA,34.52,-1.18
BOINYAKE OLDOINYO,37.53,0.68
BOISANGA,35.02,-0.58
BOITANGARE,34.82,-0.8
BOITO,35.3,-0.7
BOITO,35.23,-0.6
BOITOSUBLOCATION,35.28,-0.7
BOJI,37.98,0.75
BOJI,38.03,0.57
BAJI,40.18,2.9
BOJIPLAIN,39.75,1.05
BOKALTA,39.13,-1.95
BOKE,38.08,1.08
BOKECHE,34.93,-0.77
BOKHOLPLAIN,39.4,2.73
BOKINI,39.62,-3.93
BOKOK,36.18,0.13
BOKKOL,37.03,1.08
BOKOLA,41.08,3.92
BOKOLI,34.65,0.72
BOKOLI,34.57,0.07
BOKALI,34.68,0.6
BOKOLILOCATION,34.68,0.7
BOLE,39.7,-0.55
BOLINEROK,37.57,-2.08
BOLLO,36.97,4.08
BOLOINI,38.65,-0.63
BOMA,37.03,-0.07
BOMA,36.93,-1.42
BOMANI,39.75,-3.87
BOMANI,39.47,-4.47
BOMANISUBLOCATION,39.7,-3.03
BOMANISUBLOCATION,39.75,-3.87
BOMANISUBLOCATION,39.02,-3.9
BOMANISUBLOCATION,39.47,-4.47
BOMAROAD,36.77,-1.02
BOMAUPANDE,40.12,-3.07
BOMAUPANDELOCATION,40.12,-3.07
BOMAVALLEY,36.93,-1.4
BOMBABA,34.75,-0.85
BOMBADIGOFU MELKA,39.25,1.1
BOMBOCREEK,39.58,-4.08
BOMBOSUBLOCATION,39.6,-4.13
BOMET,35.35,-0.78
BON GOD,34.52,-0.52
BONDENILOCATION,36.08,-0.3
BONDO,34.27,-0.1
BONDO,34.27,0.23
BONDO,34.62,-0.53
BONDO GOD,34.32,-0.72
BONDOKOSIEMO,34.2,-0.82
BONDONI,37.98,-0.98
BONDONI,38.98,-0.97
BONDONYARONGE,34.4,-1.1
BONGO,36.62,-0.77
BONGOLA,34.98,-0.87
BONGOLE BALESA,37.93,2.22
BANGOLI GOFA,37.93,2.22
BONGONOKO,39.8,-0.77
BONJOGE,34.08,-0.02
BONYAIGUBA,34.88,-0.52
BONYAKANGA,34.45,-0.57
BONYAMATUTA,35.45,-0.63
BONYARORANDE,35.02,-0.63
BONYUNYU,34.88,-0.52
BOR LAK,40.07,1.3
BORA,38.88,0.07
BORAGA,40.53,2.12
BORAGI,39.65,-2.75
BARAICH,35.27,2.93
BORALGI,39.73,-0.52
BORAMBOR,39.7,3.12
BORANAFARM,37.3,0.27
BORANGI,34.87,-0.08
BORANGI,34.85,-0.88
BORANSIS,39.8,0.3
BORBORWET,35.22,-0.03
BORBORWETSUBLOCATION,35.2,-0.35
BORDERLANDSESTATE,35.22,0.38
BORDERSUBLOCATION,35.05,-0.2
BORE,39.92,-3.08
BORE,39.88,-3.07
BAREGEIYWET,35.08,-0.63
BOREKOROMISUBLOCATION,39.9,-3.1
BORETAURASUBLOCATION,39.95,-3.07
BORGIK,35.02,-0.82
BORO,34.23,0.08
BORO GOF,37.8,2.63
BOROBORO,37.72,-3.38
BOROKOT,35.05,2.32
BOROKWO,35.92,0.18
BOROLE,38.63,3.55
BORONFARM,35.6,-0.4
BORROWET,35.12,-1.07
BORROWET,35.13,-1.08
BORTA,40.72,-1.37
BORUIDO EL,39.38,2.57
BOSAMAROEAST,35.02,-0.07
BOSEISUBLOCATION,35.75,0.68
BOSGOBO,37.05,3.38
BOSTA,35.38,-0.62
BOTABORI,35.38,-0.7
BOTORO,34.7,-0.7
BOWA,39.6,-4.2
BOWA,38.05,0.32
BOYANI,34.72,0.02
BOYANISUBLOCATION,40.12,-2.95
BOYO,37.1,-0.7
BRAEMARESTATE,36.95,-1.32
BRACKENSAWMILL,35.98,-0.6
BRIDGESROAD,37.25,-1.05
BRIDGEWAY,36.08,-1.22
BRIMOK,35.85,0.37
BROADACRESFARM,36.37,-0.87
BROCKLEY,35.45,0.45
BROOMHILLESTATE,35.48,0.32
BUA,38.93,2.78
BUATHINI,37.9,0.3
BUBESA,40.02,-2.05
BUBI KUBI,39.32,3.05
BUBISA,38.08,2.75
BUBISA LAGA,38.08,2.77
BUCHANANROCK,39.65,-4.07
BUCHENGE,35.37,-0.28
BUCHENYA,34.52,0.23
BUCHENYASUBLOCATION,34.52,0.22
BUCHIFI,34.45,0.28
BUCHIFISUBLOCATION,34.45,0.28
BUCHINGA,34.65,0.28
BUCHUMA,38.92,-3.52
BUCHUMA,38.9,-3.63
BUCHUMA,38.88,-3.53
BUCHUMAGATE,38.95,-3.07
BUDAFOREST,39.4,-4.45
BUDDE,39.95,2.08
BUDEBU,34.03,0.15
BUDOKOMI,34.13,0.4
BUDONGASUBLOCATION,34.62,0.38
BUDUMA,34.37,0.37
BUFFALOBEND,38.03,-2.55
BUFFALOCREEK,34.8,1.08
BUFFALOSPRINGS,37.65,0.62
BUFFALOSPRINGSGAMERESERVE,37.07,0.58
BUGAR,35.05,0.75
BUGARSUBLOCATION,35.05,0.75
BUGENGISUBLOCATION,34.15,0.03
BUGICHI,36.72,-1.25
BUGINA,34.77,0.13
BUGINASUBLOCATION,34.77,0.13
BUGONDASUBLOCATION,34.07,0.07
BUGRA,34.85,-0.32
BUGURI,34.68,-1.27
BUGUDA,38.07,-3.68
BUHUYI,34.4,0.35
BUHUYIDAM,34.42,0.38
BUITE,40.55,3.15
BUJIALBATI,39.82,-2.95
BUJUMBA,34.22,0.32
BUJUMBASUBLOCATION,34.2,0.32
BUJWANE,34.03,0.12
BUJWANGA,34.02,0.22
BUJWANGASUBLOCATION,34.02,0.2
BUKANGALAASUBLOCATION,34.12,0.03
BUKANGALABSUBLOCATION,34.1,0.32
BUKANGASI,34.03,0.08
BUKATWAVI,39.97,-2.82
BUKAIYASUBLOCATION,34.4,0.25
BUKEMBE,34.65,0.6
BUKHALALIRE,34.27,0.32
BUKHALALIREBUKHUMASUBLOCATION,34.25,0.32
BUKHAYO,34.23,0.45
BUKAYO,34.25,0.47
BUKHAYOSUBLOCATION,34.25,0.05
BUKHAYWA,34.85,0.35
BUKHOBA,34.08,0.12
BUKHUMA,34.3,0.32
BUKHUMASUBLOCATION,34.28,0.32
BUKHUNGU,34.77,0.28
BUKIRA,34.57,-1.18
BUKIRI,34.08,0.22
BUKOKHOLO,34.45,0.68
BUKOMA,33.95,0.07
BUKOMASUBLOCATION,33.95,0.08
BUKOYANI,34.68,0.07
BUKUGA,34.68,0.03
BUKULUNYA,34.73,0.1
BUKULUNYA,34.75,0.27
BUKURA,34.62,0.23
BUKURASUBLOCATION,34.6,0.25
BUKURIALOCATION,34.58,-1.2
BUKURIALOCATION,34.55,-1.25
BUKURIASUBLOCATION,34.48,-1.23
BUKURIMU,34.38,0.55
BUKUSI,34.72,0.23
BULANDA,34.47,0.28
BULAYA BUR,38.37,0.6
BULBUL,36.68,-1.03
BULBULA,39.28,-2.72
BULBULSUBLOCATION,36.68,-1.03
BULE,38.12,1.73
BULE,38.08,1.7
BULEABAKHOR,38.88,2.8
BULEBARICHA,38.95,2.62
BULEBODA,39.02,2.88
BULEBURGABO,38.02,3.02
BULEDAKALA,39.07,2.03
BULEDAUFAT,38.82,3.18
BULEDERA,38.73,3.25
BULEDERAPLAIN,38.7,3.27
BULEDIDA,38.65,3.25
BULEDIKO,39.05,3.23
BULEDOKOLE,38.88,2.78
BULEGALLAADANO,38.03,2.87
BULEGUDA,39.03,3.22
BLUEHAWALA,38.3,3.12
BULEJALDESS,39.13,3.07
BULEKALO,38.98,2.87
BULEKHALO,38.08,2.53
BULEKHERO,34.72,0.37
BULEKORONYANYO,38.32,2.77
BULEMIA,34.32,0.12
BULEMIASUBLOCATION,34.02,0.13
BULEMUME,39.12,2.28
BULESABOR,39.07,2.4
BULESABOR,38.58,3.1
BLUESHILME,37.73,0.48
BULESIWANA,38.82,3.27
BULEWACHO,39.03,2.88
BULEWANGAGA,39.07,2.87
BULFAJI,39.58,-2.92
BULFAJI,39.58,-2.9
BULFAYO,38.42,0.85
BULIA,38.22,-1.78
BULIGUNGURU,37.72,0.23
BULIMBO,34.5,0.43
BULISS,38.48,0.92
BULOI,37.92,0.47
BULONDO,34.58,0.47
BULTIJALDESA,37.23,4.1
BULTOMORI,40.22,1.72
BULUK,36.68,4.2
BULUNGO,34.1,0.02
BULUTONI,38.13,-2.95
BULWANI,34.32,0.37
BULWANI,34,0
BUMALA,34.4,0.22
BOMALA,34.18,0.3
BUMALA,34.35,0.38
BUMALADAM,34.35,0.38
BUMALASUBLOCATION,34.2,0.28
BUMAYENGA,34.02,0.22
BUMBANISUBLOCATION,39.3,-4.45
BUMBO,34.85,0.13
BUMBOSUBLOCATION,34.08,0.22
BUMBU,38.62,-4.23
BUMBUNAPOOL,39.3,-4.23
BUMBURI,39.35,-3.93
BOMBURIA,34.87,-0.53
BUMBURIBEACH,39.73,-3.98
BUMINI,34.6,0.03
BUMUDIRU,34.27,0.37
BUMUDONDO,34.03,0.07
BUMUYANGE,34.82,0.1
BUNA,39.52,2.78
BUNABA,33.97,0.07
BUNDINI,39.25,-4.18
BUNDO,34.92,-0.6
BUNGALESUBLOCATION,39.82,-3.08
BUNGASI,34.4,0.2
BUNGASIASUBLOCATION,34.38,0.2
BUNGOMA,34.57,0.57
BUNGOMADISTRICT,34.58,0.75
BUNGULE,38.07,-3.85
BUNISUBLOCATION,39.57,-3.95
BUNPLAINS,40.7,0.73
BUNTAMBILI,40.57,-2.35
BUNYALAFOREST,34.72,0.4
BUNYALALOCATION,34.03,0.07
BUNYORE,34.62,0.03
BUNYORE,34.62,0.08
BUNYORELOCATION,34.62,0.07
BUNYUNYU,34.87,-0.7
BUOYE,34.8,-0.13
BUOYE,34.75,-0.53
BUOYESUBLOCATION,34.8,-0.15
BURA,38.32,-3.45
BURA,39.95,-1.1
BURA,38.3,-3.05
BURA,38.42,-3.8
BURAAYAKIM,35.63,2.02
BURAELA,40.7,2.78
BURAGALADI,36.08,3.28
BURAGUNSA LAK,39.1,-0.07
BURALOCATION,38.28,-3.47
BURANISUBLOCATION,39.03,-4.25
BURAROT,37.92,3.52
BURASUBLOCATION,39.95,-3.15
BURBEIT,39.87,2.47
BURBURO LAGA,38.62,3.12
BURCHILIN,39.9,2.07
BURCHUMA,39.07,2.8
BURDILE,39.4,3.28
BURENDE,34.18,0.32
BURENDWA,34.07,0.2
BURERE,34.58,-1.12
BURET,35.43,0.12
BURETLOCATION,35.13,-0.55
BURFULA,40.95,1.2
BURGI,36.38,3.75
BURGIA,40.2,-0.02
BURGICH,35.08,1.97
BURGIR,37.03,1.77
BURGURET,37.03,-0.1
BARGURET,36.93,-0.02
BURGURETESTATE,36.98,-0.08
BURGURETROUTE,37.22,-0.15
BURI,40.22,3.23
BURINDA,34.22,0.3
BURJI,39.07,3.52
BURKHA,37.42,3.1
BURMAIYOKONDI,40.27,3.02
BURMAYO,40.27,2.98
BURNTFOREST,35.43,0.22
BURONGAI,37.07,0.12
BURRO,37.07,2.07
BURRUNGAT,35.05,-1.05
BURRUNGALIPLAIN,35.15,-1.45
BERTIFINNO,41.45,3.37
BURUDAAR HARA,40.18,2.85
BURUDI LAGA,40.73,4.2
BURUJI,40.93,-2.23
BURUJINI,40.93,-2.25
BURUSUSWA,36.02,0.95
BUSA,40.23,-1.37
BUSA,39.07,-4.13
BUSAGALA,34.57,0.73
BUSALI,34.8,0.13
BUSHIANGALA,34.68,0.18
BUSHERE,34.73,0.37
BUSHO,40.72,-2.18
BUSHO,39.72,-3.92
BUSHO,39.07,-3.9
BUSHODAM,39.07,-3.88
BUSHUSUBLOCATION,34.8,0.42
BUSHYVALE,36.08,-1.35
BUSIA,34.1,0.47
BUSIADA,34.27,0.3
BUSIADISTRICT,34.25,0.42
BUSIAHILLS,34.02,0.15
BUSIBWABOSUBLOCATION,34.25,0.43
BUSWETA,34.82,0.12
BUTA,40.97,2.42
BUTA,37.07,3.22
BUTABUT,36.85,1.95
BUTEBA,34.13,0.53
BUTEHELU,39.08,2.82
BUTEHELU,39.85,2.08
BUTEI,39.77,2.7
BUTENDE,34.6,-1.23
BUTENDELOCATION,34.05,-1.02
BUTERE,34.48,0.2
BUTERE,34.5,0.22
BUTEROCHA,39.2,-2.25
BUTITI,34.82,0.12
BUTONGE,34.47,0.7
BUTSOTSE,34.7,0.35
BUTSOTSOLOCATION,34.68,0.3
BUTULA,34.33,0.33
BUXTON,35.57,-0.2
BUNYANGO,34.73,0.05
BUYINGI,34.05,0.3
BUYIYA,34.77,0.08
BUYO NAMBALA,38.45,0.43
BUYOFU,34.38,0.48
BUYOFU,34.37,0.05
BUYOFUSUBLOCATION,34.37,0.05
BUYONGASUBLOCATION,34.7,0.03
BUYONGE,34.72,-0.77
BWAGACHETI,39.15,-4.53
BWAGAMOYO,39.63,-3.95
ABWAL MORU,34.65,2.97
BWALIRO,34.32,0.37
BWANAKALA,37.37,-2.08
BWANDA,34.57,-0.02
BWANDASUBLOCATION,34.85,-0.25
BWARE,34.82,-0.48
BWIN EMURUA,36.37,2.75
BWOKA,38.82,-3.37
BYGUM,35.07,-0.3
BYNG,36.18,-0.4
CAIRNHILL,36.85,-1.82
CAMELSHUMP,36.95,0.4
CAMERONDALEESTATE,36.08,-1.18
CAPSIMOTWA,35.13,0.05
CARRLAKES,37.35,-0.18
CARRSROAD,37.37,-0.13
CASTLEFORESTSTATION,37.3,-0.38
CASTLEHILL,37.3,-0.18
CASUARINAPOINT,40.13,-3.25
CATANTE,36.55,0.02
CEDARVALEFARM,37.1,0.13
CEMENTERYHILL,36.77,-0.12
CENGHALO,35.37,0.15
CENTRAL,39.07,-4.05
CENTRALISLAND,36.05,3.05
CENTRALMOLOFEEDERROAD,35.68,-0.28
CENTRALNAMWELASUBLOCATION,34.53,0.78
CENTRALPROVINCE,37.53,-0.75
CENTRALSOTIKLOCATION,35.08,-0.75
CESARGLACIER,37.3,-0.15
CHAANGMASA,36.08,0.13
CHABADAA KILIMA,41.47,-1.7
CHABERRE,35.47,-0.43
CHABICH,38.42,0.77
CHABICH,38.12,1.77
CHABICHA,39.43,2.65
CHABLOIT,35.13,2.15
CHACHU,38.85,3.3
CHAFA,37.92,0.07
CHAFA,37.23,3.05
CHAFADINKA,37.92,0.07
CHAGENDASUBLOCATION,34.07,0.07
CHACHAI,35.42,1.7
CHAIESTATE,38.02,-2.35
CHAISUBLOCATION,39.57,-4.22
CHAKAMA,39.68,-3.12
CHAKAMALOCATION,39.58,-3.02
CHAKAMASUBLOCATION,39.07,-3.12
CHACANI,39.45,-2.7
CHAKATSU,37.05,-1.62
CHAKEHOGA,38.73,3.03
CHAKIAKAK,34.98,0.23
CHAKOLE,34.15,0.52
CHAKOL,34.18,0.05
CHALA,37.72,-3.32
CHALA,37.73,-3.28
CHALA,39.62,-3.75
CHALALAKA,39.45,3.35
CHALALOCATION,37.75,-3.25
CHALANI,39.63,-3.75
CHALANI,39.68,-3.65
CHALASSUBLOCATION,37.73,-3.32
CHALBIDESERT,37.03,3.32
CHAMAKANGA,34.8,0.15
CHAMAKANGASUBLOCATION,34.78,0.15
CHAMALIA,38.13,-1.27
CHAMALIGOT,35.43,0.75
CHAMARUBIA,39.05,-1.1
CHAMARUNGOISLANDS,34.23,-0.43
CHAMBALE,34.68,0.02
CHAMBAMUI,38.25,-1.1
CHAMBARAGA,37.68,-0.03
CHAMBOI,38.13,-2.95
CHAMBONDODAM,38.22,-1.02
CHAMBOSIA,38.02,-1.72
CHAMELA,37.52,-1.88
CHAMICH,39.58,2.05
CHAMKOMBE,34.47,-1.03
CHAMU LAGA,39.48,2.9
CHAMULAI,38.2,-2.07
CHAMWANAMUMA,40.3,-2.52
CHANA,37.35,-1.32
CHANANI,40.05,-1.55
CHANDUMBA,34.72,0.13
CHANDUMBI,37.88,0.28
CHANGACH,35.6,0.43
CHANGACH,35.58,0.43
CHANGACHSUBLOCATION,35.62,0.43
CHANGAMWE,39.63,-4.02
CHANGANA,35.27,-0.45
CHANGANAESTATE,35.3,-0.43
CHANGARA,34.42,0.75
CHANGARA,34.42,0.73
CHANGARASUBLOCATION,34.42,0.75
CHANGASUBLOCATION,39.47,-3.95
CHANGEYA,34.48,0.85
CHANGINWE,38.13,-2.35
CHANGO,38.23,-1.68
CHANGO,34.73,0.05
CHANGOITEAFACTORY,35.22,-0.48
CHANGOMBE,39.6,-3.92
CHANGOMBESUBLOCATION,39.6,-3.92
CHANGONDE,36.92,-0.47
CHANGWITHIALOCATION,38.1,-1.22
CHANIA,36.95,-0.95
CHANIA,36.13,-0.13
CANIA,37.03,-0.45
CHANIA,37.07,-1.03
CHANIA,37.6,-1.63
CHANIAFALLS,37.07,-1.03
CHANIALOCATION,36.88,-0.93
CHANDLERSFALLS,38.08,0.78
CHANYAROAD,36.82,-0.45
CHANYIGI,38.85,-0.1
CHANZEYWE,34.07,0.03
CHAONGO,38.1,-1.27
CHAPCHAPLOCATION,35.92,0.48
CHAPEI,35.93,1.98
CHAPELROCK,40.92,-2.3
CHAPOT,35.27,1.8
CHAPRANOYA,35.18,1.75
CHAPTALAL,35.38,-0.62
CHAPTALALSUBLOCATION,35.37,-0.62
CHAPULO,37.72,0.98
CHAPULO,37.7,1.98
CHARAA,36.95,2.08
CHARACHANI,34.88,-0.53
CHARAKUNO,35.55,3.32
CHARAKUNO,35.22,3.03
CHARALOCATION,40.58,-2.05
CHARAMA,35.48,0.05
CHARANGAI,35.42,0.08
CHARES,35.13,2.23
CHARO,36.03,1.63
CHARPORELANE,36.73,-1.02
CHASHIMBA,39.45,-4.23
CHASHIMBA,39.53,-4.08
CHASIMBA,39.7,-3.73
CHASIMBA,39.68,-3.73
CHATHORO,40.27,-2.05
CHAURINGOSUBLOCATION,39.63,-3.88
CHAVAKALE,34.73,0.12
CHAVAKALISUBLOCATION,34.72,0.1
CHAVAVO,34.07,0.02
CHAVUGAMI,34.72,0.07
CHAWACHI,35.75,-0.35
CHABIA,38.35,-3.48
CHAWIALOCATION,38.37,-3.47
CHEBAIYWA,34.8,0.55
CHEBAIYWA,34.77,0.55
CHEBAKUNDI,35.65,-0.65
CHEBANGANG,35.28,-0.55
CHEBANGANG,35.28,-0.53
CHEBANGO,35.22,-0.72
CHEBARA,35.05,0.88
CHEBARAN,35.98,0.43
CHEBARBAR,35.13,0.2
CHEBARSIATSUBLOCATION,35.9,0.6
CHEBARTIGONFOREST,35.75,0.53
CHEBCHUK,36.2,0.08
CHEBEKATER,34.58,1.03
CHEBEREN,35.08,0.23
CHEBEREN,35.88,0.35
CHEBEREN,35.77,0.4
CHEBERENSUBLOCATION,35.85,0.25
CHEBERKERIUNGO,35.32,1.37
CHEBIEMIT,35.05,0.85
CHEBIEMITSUBLOCATION,35.05,0.85
CHEBIGEN,35.35,-0.3
CHEBIGIN,36.15,0.43
CHEBILAT,35.23,-0.62
CHEBILATSUBLOCATION,34.97,0.05
CHEBINGINSPRING,36.15,0.42
CHEBINYINYSUBLOCATION,36.07,0.37
CHEBIOR,35.52,0.05
CHEBIRBEI,36.18,0.45
CHEBIRBELEK,35.23,-0.65
CHEBIRIR,34.93,-0.03
CHEBERIBE,35.1,0.02
CHEBISAT,35.87,0.37
CHEBITET,35.18,-0.63
CHEBIWONPLAINS,35.98,0.13
CHEBLINGWICH,35.05,0.27
CHEBLOCH,35.65,0.45
CHEBO,35.15,1.15
CHEBOIN,35.35,-0.82
CHEBOIN,35.38,-0.8
CHEBOIN,35.53,0.3
CHEBOIN,35.55,0.28
CHEBOIN,35.13,-0.53
CHEBOINGONG,35.03,-0.78
CHEBOKOKWA,35.05,0.7
CHEBOLE,35.22,-0.72
CHEBONGE,35.1,-0.07
CHEBORANI,34.78,0.73
CHEBORGE,35.15,-0.58
CHEBORGE,35.13,-0.57
CHEBORGESUBLOCATION,35.12,-0.57
CHEBORGO,35.65,0.45
CHEBOROR,36.12,-0.52
CHEBORORWA,35.38,0.95
CHEBORORWA,35.48,0.87
CHEBORORWA,35.38,0.93
CHEBOSERON,35.18,-0.38
CHEBOSI,34.68,0.65
CHBIEMIT,35.05,0.93
CHEBRUBEI,34.8,1.18
CHEBUGONDAM,35.13,-0.93
CHEBUIN,35.08,-0.47
CHEBUIN,35.08,-0.53
CHEBUKAKA,34.62,0.75
CHEBUKWA,34.57,0.63
CHEBUKWAHILLS,34.58,0.62
CHEBUMON,34.58,0.97
CHEBUNGE,35.03,-0.75
CHEBUNGUS,36.02,0.87
CHEBUNYO,35.18,-0.97
CHEBUSI,34.4,0.75
CHEBUSWA,36.58,-0.23
CHEBUSYENYA,34.42,0.08
CHEBUYUSI,34.68,0.42
CHEBWAGAN,35.15,-0.6
CHEBWAI,34.08,0.05
CHEBWEKI,34.47,0.87
CHECHEPOLE,40.62,3.02
CHEGE,36.92,-0.87
CHEGEINI,36.92,-1.05
CHEGESUBLOCATION,36.92,-0.87
CHEGISAN,35.9,0.43
CHEGULO,34.78,0.48
CHEHE,37.22,-0.42
CHEHE,37.22,-0.4
CHEHE,37.18,-0.43
CHEHESUBLOCATION,37.18,-0.43
CHEIMEN,35.2,-0.53
CHEKETHA,38.75,-1.38
CHAKALATUM,34.18,3.98
CHEKOMBERO,34.78,0.13
CHEKULO,34.65,0.65
CHEKURI,34.73,1.1
CHELEBE,34.55,0.8
CHELEGET,35.28,-0.98
CHELELAIBE,34.78,1.1
CHELELEMUK,34.35,0.68
CHELELEMUK,34.35,0.07
CHELUNDU,34.6,0.18
CHEMAGEL,35.12,-0.68
CHEMAGELSUBLOCATION,35.12,-0.7
CHEMALAL,35.2,-0.52
CHEMAMUL,35.1,-0.42
CHEMANANI,34.47,0.8
CHEMANER,35.48,-0.8
CHEMANER,35.05,-0.78
CHEMANER,35.47,-0.8
CHEMASE,35.05,-0.05
CHEMASESUBLOCATION,35.05,-0.03
CHEMASINGIESTATE,35.27,-0.48
CHAMASIRI,34.38,0.73
CHEMATU,38.37,-1.58
CHEMCHEM LAKE,40.03,-3.2
CHEMELET,35.22,-0.57
CHEMELIL,35.12,-0.1
CHEMELILSUBLOCATION,35.07,-0.07
CHEMELILSISALESTATE,35.08,-0.08
CHEMERI,35.18,2.35
CHEMEROI,35.2,1.6
CHEMEROI,35.18,1.6
CHEMGOMBET,35.18,-0.85
CHEMITEI,34.63,1.05
CHEMKAKO,36.28,0.82
CHEMNGATATDAM,35.15,-0.82
CHEMNGOLOS,36.03,0.02
CHEMNIROT,35.05,1.25
CHEMNOET,35.07,0.47
CHEMNYIAIS,34.62,1.05
CHEMOGE,34.75,0.87
CHEMOGE,35.88,0.32
CHEMOGESUBLOCATION,34.75,0.08
CHEMOGO,35.2,-0.52
CHEMOGOCH,35.93,0.02
CHEMOGOCHSUBLOCATION,35.97,0.02
CHEMOGOKWA,36.03,0.12
CHEMOGUT,35.9,0.48
CHEMOIBEN,35.2,-0.6
CHEMOIBEN,35.22,-0.6
CHEMOIGUT,36.2,0.68
CHEMOIGUTSUBLOCATION,36.22,0.65
CHEMOIKUT,35.02,2.02
CHEMOMI,35.13,0.12
CHEMONGES,35.28,1.6
CHEMONGO,34.85,0.12
CHEMORGONGFOREST,35.72,0.02
CHEMERONGITHILLS,35.13,2.38
CHEMOSETESTATE,35.02,0.73
CHEMOSIET,35.02,-0.47
CHEMOSIET,35.02,-0.05
CHEMOSIT,35.22,-0.48
CHEMOSITESTATE,35.2,-0.52
CHEMOSOS,35.08,-0.73
CHEMOSUSU,35.63,0.08
CHEMOSUSU,35.68,0.37
CHEMOULE,37.68,-1.88
CHEMUCHESUBLOCATION,34.88,0.45
CHEMUNDU,35.08,0.25
CHEMUNDULOCATION,35.08,0.22
CHEMUNDUSUBLOCATION,35.07,0.23
CHEMUNEKO,34.93,0.32
CHEMURKOI,35.42,0.97
CHEMURKOIFOREST,35.42,1.97
CHEMUSE,34.47,0.08
CHEMUSE,34.47,0.85
CHEMASUK,35.75,1.3
CHEMUSWA,35.12,0.35
CHEMUTUMSALTLICK,35.02,-0.2
CEMWABULSUBLOCATION,35.57,0.45
CHEMWAPIT,35.22,1.82
CHEMWOCHOI,35.12,1.32
CHEMWOIEN,34.62,1.05
CHEMWOTE,34.63,1.1
CHENEKEK,35.2,2.08
CHENGO,39.7,-3.85
CHENGOMO,38.15,-1.45
CHENGONISUBLOCATION,39.27,-3.77
CHENZARIDGES,38.92,-4.02
CHEPALMACH,35.28,1.93
CHEPALUNGUFOREST,35.02,-0.88
CHEPALUNGULOCATION,35.2,-0.93
CHEPANDA,35.08,1.08
